x,y,z,roll,pitch,yaw,contact,metric
units: m,m,m,rad,rad,rad,0/1,depth_if_contact_else_distance
0,0,-0.012,0,0,0,1,0.01190937367
0,0,-0.011,0,0,0,1,0.011
0,0,-0.01,0,0,0,1,0.01
0,0,-0.009,0,0,0,1,0.009
0,0,-0.008,0,0,0,1,0.008
0,0,-0.007,0,0,0,1,0.007787
0,0,-0.006,0,0,0,1,0.007787
0,0,-0.005,0,0,0,1,0.007787
0,0,-0.004,0,0,0,1,0.007787
0,0,-0.003,0,0,0,1,0.007787
0,0,-0.002,0,0,0,1,0.007787
0,0,-0.001,0,0,0,1,0.007787
0,0,0,0,0,0,1,0.007787
0,0,0.001,0,0,0,0,0.0004999244943
0,0,0.002,0,0,0,0,0.0004999244943
0,0,0.003,0,0,0,0,0.0004999244943
0,0,0.004,0,0,0,0,0.0004999244943
0,0,0.005,0,0,0,0,0.0004999244943
0,0,0.006,0,0,0,0,0.0004999244943
0,0,0.007,0,0,0,0,0.0004999244943
0,0,0.008,0,0,0,0,0.0004999244943
0,0,0.009,0,0,0,0,0.0004999244943
0,0,0.01,0,0,0,0,0.0004999244943
0,0,0.011,0,0,0,0,0.0004999244943
0,0,0.012,0,0,0,0,0.0004999244943
0,0,0.013,0,0,0,0,0.0004999244943
0,0,0.014,0,0,0,0,0.0004999244943
0,0,0.015,0,0,0,0,0.0004999244943
0,0,0.016,0,0,0,0,0.0004999244943
0,0,0.017,0,0,0,0,0.0004999244943
0,0,0.018,0,0,0,0,0.0004999244943
0,0,0.019,0,0,0,0,0.0004999244943
0,0,0.02,0,0,0,0,0.0004999244943
0,0,0.021,0,0,0,0,0.0004999244943
0,0,0.022,0,0,0,0,0.0004999244943
0,0,0.023,0,0,0,0,0.0004999244943
0,0,0.024,0,0,0,0,0.0004999244943
0,0,0.025,0,0,0,0,0.0004999244943
0,0,0.026,0,0,0,0,0.001118000224
0,0,0.027,0,0,0,0,0.002061534501
0,0,0.028,0,0,0,0,0.003041368853
0,0,0.029,0,0,0,0,0.00403111951
0,0,0.03,0,0,0,0,0.005024930298
0,0,0.031,0,0,0,0,0.006020791019
0,0,0.032,0,0,0,0,0.007017829045
0,0,0.033,0,0,0,0,0.008015605061
0,0,0.034,0,0,0,0,0.009013874001
0,0,0.035,0,0,0,0,0.01001248843
0,0,0.036,0,0,0,0,0.01101135434
0,0,0.037,0,0,0,0,0.01201040901
0,0,0.038,0,0,0,0,0.01300960893
0,0,0.039,0,0,0,0,0.01400892303
0,0,0.04,0,0,0,0,0.0150083285
0,0,0.041,0,0,0,0,0.01600780824
0,0,0.042,0,0,0,0,0.01700734913
0,0,0.043,0,0,0,0,0.01800694101
0,0,0.044,0,0,0,0,0.01900657582
0,0,0.045,0,0,0,0,0.02000624714
0,0,0.046,0,0,0,0,0.02100594974
0,0,0.047,0,0,0,0,0.02200567937
0,0,0.048,0,0,0,0,0.0230054325
0,0,0.049,0,0,0,0,0.0240052062
0,0,0.05,0,0,0,0,0.02500499799
0,0,0.051,0,0,0,0,0.0260048058
0,0,0.052,0,0,0,0,0.02700462783
0,0,0.053,0,0,0,0,0.02800446258
0,0,0.054,0,0,0,0,0.02900430872
0,0,0.055,0,0,0,0,0.03000416512
0,0,0.056,0,0,0,0,0.03100403078
0,0,0.057,0,0,0,0,0.03200390483
0,0,0.058,0,0,0,0,0.03300378652
0,0,0.059,0,0,0,0,0.03400367516
0,0,0.06,0,0,0,0,0.03500357017
0,0,0.061,0,0,0,0,0.03600347101
0,0,0.062,0,0,0,0,0.0370033772
0,0,0.063,0,0,0,0,0.03800328834
0,0,0.064,0,0,0,0,0.03900320403
0,0,0.065,0,0,0,0,0.04000312393
0,0,0.066,0,0,0,0,0.04100304775
0,0,0.067,0,0,0,0,0.04200297519
0,0,0.068,0,0,0,0,0.043002906
0,0,0.069,0,0,0,0,0.04400283996
0,0,0.07,0,0,0,0,0.04500277685
0,0,0.071,0,0,0,0,0.04600271649
0,0,0.072,0,0,0,0,0.0470026587
0,0,0.073,0,0,0,0,0.04800260331
0,0,0.074,0,0,0,0,0.04900255018
0,0,0.075,0,0,0,0,0.05000249918
0,0,0.076,0,0,0,0,0.05100245018
0,0,0.077,0,0,0,0,0.05200240306
0,0,0.078,0,0,0,0,0.05300235773
0,0,0.079,0,0,0,0,0.05400231407
0,0,0.08,0,0,0,0,0.05500227199
0,0,0.081,0,0,0,0,0.05600223142
0,0,0.082,0,0,0,0,0.05700219228
0,0,0.083,0,0,0,0,0.05800215448
0,0,0.084,0,0,0,0,0.05900211797
0,0,0.085,0,0,0,0,0.06000208267
0,0,0.086,0,0,0,0,0.06100204853
0,0,0.087,0,0,0,0,0.06200201549
0,0,0.088,0,0,0,0,0.0630019835
0,0,0.089,0,0,0,0,0.06400195251
0,0,0.09,0,0,0,0,0.06500192247
0,0,0.091,0,0,0,0,0.06600189334
0,0,0.092,0,0,0,0,0.06700186508
0,0,0.093,0,0,0,0,0.06800183766
0,0,0.094,0,0,0,0,0.06900181102
0,0,0.095,0,0,0,0,0.07000178515
0,0,0.096,0,0,0,0,0.07100176001
0,0,0.097,0,0,0,0,0.07200173557
0,0,0.098,0,0,0,0,0.07300171179
0,0,0.099,0,0,0,0,0.07400168866
0,0,0.1,0,0,0,0,0.07500166614
0,0,0.101,0,0,0,0,0.07600164422
0,0,0.102,0,0,0,0,0.07700162287
0,0,0.103,0,0,0,0,0.07800160206
0,0,0.104,0,0,0,0,0.07900158178
0,0,0.105,0,0,0,0,0.08000156201
0,0,0.106,0,0,0,0,0.08100154273
0,0,0.107,0,0,0,0,0.08200152392
0,0,0.108,0,0,0,0,0.08300150556
0,0,0.109,0,0,0,0,0.08400148763
0,0,0.11,0,0,0,0,0.08500147013
0,0,0.111,0,0,0,0,0.08600145304
0,0,0.112,0,0,0,0,0.08700143634
0,0,0.113,0,0,0,0,0.08800142001
0,0,0.114,0,0,0,0,0.08900140406
0,0,0.115,0,0,0,0,0.09000138846
0,0,0.116,0,0,0,0,0.0910013732
0,0,0.117,0,0,0,0,0.09200135828
0,0,0.118,0,0,0,0,0.09300134367
0,0,0.119,0,0,0,0,0.09400132938
0,0,0.12,0,0,0,0,0.09500131538
0,0,0.121,0,0,0,0,0.09600130168
0,0,0.122,0,0,0,0,0.09700128826
0,0,0.123,0,0,0,0,0.09800127512
0,0,0.124,0,0,0,0,0.09900126224
0,0,0.125,0,0,0,0,0.1000012496
0,0,0.126,0,0,0,0,0.1010012372
0,0,0.127,0,0,0,0,0.1020012251
0,0,0.128,0,0,0,0,0.1030012132
0,0,0.129,0,0,0,0,0.1040012016
0,0,0.13,0,0,0,0,0.1050011901
0,0,0.131,0,0,0,0,0.1060011789
0,0,0.132,0,0,0,0,0.1070011679
0,0,0.133,0,0,0,0,0.1080011571
0,0,0.134,0,0,0,0,0.1090011464
0,0,0.135,0,0,0,0,0.110001136
0,0,0.136,0,0,0,0,0.1110011258
0,0,0.137,0,0,0,0,0.1120011157
0,0,0.138,0,0,0,0,0.1130011059
0,0,0.139,0,0,0,0,0.1140010962
0,0,0.14,0,0,0,0,0.1150010866
0,0,0.141,0,0,0,0,0.1160010773
0,0,0.142,0,0,0,0,0.117001068
0,0,0.143,0,0,0,0,0.118001059
0,0,0.144,0,0,0,0,0.1190010501
0,0,0.145,0,0,0,0,0.1200010413
0,0,0.146,0,0,0,0,0.1210010327
0,0,0.147,0,0,0,0,0.1220010243
0,0,0.148,0,0,0,0,0.1230010159
0,0,0.149,0,0,0,0,0.1240010078
0,0,0.15,0,0,0,0,0.1250009997
0,0,0.151,0,0,0,0,0.1260009918
0,0,0.152,0,0,0,0,0.127000984
0,0,0.153,0,0,0,0,0.1280009763
0,0,0.154,0,0,0,0,0.1290009687
0,0,0.155,0,0,0,0,0.1300009612
0,0,0.156,0,0,0,0,0.1310009539
0,0,0.157,0,0,0,0,0.1320009467
0,0,0.158,0,0,0,0,0.1330009396
0,0,0.159,0,0,0,0,0.1340009326
0,0,0.16,0,0,0,0,0.1350009256
0,0,0.161,0,0,0,0,0.1360009188
0,0,0.162,0,0,0,0,0.1370009121
0,0,0.163,0,0,0,0,0.1380009055
0,0,0.164,0,0,0,0,0.139000899
0,0,0.165,0,0,0,0,0.1400008926
0,0,0.166,0,0,0,0,0.1410008863
0,0,0.167,0,0,0,0,0.14200088
0,0,0.168,0,0,0,0,0.1430008739
0,0,0.169,0,0,0,0,0.1440008678
0,0,0.17,0,0,0,0,0.1450008618
0,0,0.171,0,0,0,0,0.1460008559
0,0,0.172,0,0,0,0,0.1470008501
0,0,0.173,0,0,0,0,0.1480008443
0,0,0.174,0,0,0,0,0.1490008387
0,0,0.175,0,0,0,0,0.1500008331
0,0,0.176,0,0,0,0,0.1510008276
0,0,0.177,0,0,0,0,0.1520008221
0,0,0.178,0,0,0,0,0.1530008167
0,0,0.179,0,0,0,0,0.1540008114
0,0,0.18,0,0,0,0,0.1550008062
0,0,0.181,0,0,0,0,0.156000801
0,0,0.182,0,0,0,0,0.1570007959
0,0,0.183,0,0,0,0,0.1580007909
0,0,0.184,0,0,0,0,0.1590007859
0,0,0.185,0,0,0,0,0.160000781
0,0,0.186,0,0,0,0,0.1610007762
0,0,0.187,0,0,0,0,0.1620007714
0,0,0.188,0,0,0,0,0.1630007666
0,0,0.189,0,0,0,0,0.164000762
0,0,0.19,0,0,0,0,0.1650007573
0,0,0.191,0,0,0,0,0.1660007528
0,0,0.192,0,0,0,0,0.1670007483
0,0,0.193,0,0,0,0,0.1680007438
0,0,0.194,0,0,0,0,0.1690007394
0,0,0.195,0,0,0,0,0.1700007351
0,0,0.196,0,0,0,0,0.1710007308
0,0,0.197,0,0,0,0,0.1720007265
0,0,0.198,0,0,0,0,0.1730007223
0,0,0.199,0,0,0,0,0.1740007182
0,0,0.2,0,0,0,0,0.1750007141
